,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
647,647,647,She realized she was going to like the school.,She was in a class with the same kids from last year.,Kelly was nervous today.It was her first day of school.She was the new kid.Thankfully however she made new friends when she got there.,1
648,648,648,Anna opened her umbrella.,It was her boyfriend come to pick her up.,"Ana forgot her umbrella.After school, she realized it was raining.She was supposed to walk home.As she headed out, she noticed a familiar car.",2
649,649,649,I was nervous when they decided to schedule a surgical procedure.,"A couple of days later, I started to feel better, thank God!","One day, I woke up with the worst pain in my throat.I could barely even swallow!I went to the doctor and she confirmed that I had strep.Thankfully, she gave me antibiotics.",2
650,650,650,Barry then went to see the new movie.,Barry enjoyed the show and had a good night.,"Barry decided he was going to see a Broadway musical.Barry researched the internet for various shows occurring on Broadway.After researching, Barry decided he was going to watch Cats.After getting dressed, Barry made his way to the event.",2
651,651,651,Ben was happy to hear that.,Ben was very disappointed.,Ben was nervous to be going to the dance with Pat.He bought a new suit just for the occasion.Ben drove his father's car to pick It up.Pat's father told Ben that Pat was ill and could not go to the dance.,2
652,652,652,I decided to jump rope for the final test.,Hopefully I be able to get through the exam.,My exam was a week from now.I decided to study today so I can understand the material better.A few days passed and I've spent a couple of hours studying.Unfortunately I caught a during the day before the exam.,2
653,653,653,He was glad that he hadn't listened to his friends.,He was ashamed of himself.,"Jackson had always wanted to grow a beard.His friends told him that a beard would look bad, but he ignored them.Jackson didn't shave for a month and he grew a bushy, thick beard.Admiring himself in the mirror, Jackson felt satisfied.",1
654,654,654,Gina found a secluded spot by herself.,Gina invited more people to the library.,Gina and her friends were the only people in the library.Gina had never been in the library at school with so few people.She liked it better this way.She wished her friends weren't there either and she was alone.,1
655,655,655,This made me very happy.,I felt upset.,I got my nails done yesterday.The nails looked amazing.Unfortunately today they chipped.I was working in the garden and they chopped.,2
656,656,656,He decided to visit Canada instead.,He booked the trip the second he got home.,"David was tired of living with all of the ice and snow of Ohio.So he decided to check with his travel agent to see where to go.Unfortunately his travel agent didn't have anything available.David went home, but on his way saw a flyer for a cruise!",2
657,657,657,There I found a sign that said No Dune Buggies Allowed.,I surfed with my board for hours before heading home.,I bought a dune buggy for fun.I wanted to drive it out to the dunes and mess around.I strapped it into the back of my truck.I drove two hours to get to the desert.,1
658,658,658,Lee's mom hated it.,Lee's mom was very happy when she received it.,Lee wanted to give his mom a nice gift for her birthday.But he had no money!So he decided to make her a card and cake.He put in lots of time and effort.,2
659,659,659,Jeff then kept the ring.,Jeff was glad to help them.,"Jeff found a diamond ring in the hallway at work.He brought the ring back to his desk.Later, he read an email asking if anyone had found a ring.Jeff returned the ring to its owner.",2
660,660,660,Gina was pleased.,Gina was annoyed.,"The book Gina had started reading had been checked out.She wouldn't be able to see how the book ended for a month.She didn't have anything to read in the meantime.She searched the shelves, but nothing looked good.",2
661,661,661,"After that, the bear became very violent.",The bear fell asleep after that.,"One day, I got a message that my school's campus had been closed.The message said there was a bear on the grounds!The police had to come and help get the bear away.They gave the bear a tranquilizer.",2
662,662,662,I watched the zebras run away in the distance.,I caught several of the zebras.,I watched the Zebras run.They ran right past me.I chased after the zebras.They got away from me.,1
663,663,663,No one made fun of Jamie and her love of baseball again.,Jamie decided she didn't like baseball anymore.,"Jamie's friends at school always told her baseball was a boys sport.However, Jamie loved baseball more than any other activity.So Jamie practiced baseball no matter what the others said.Soon she was the best baseball player at school.",1
664,664,664,She felt at home.,She was ashamed of what she was doing.,Mowgli had just moved to Los Angeles.She lived in Tennessee her whole life.Her first night in California she went out to look at the stars.She used to always do that growing up.,1
665,665,665,Billy's brand of apples became a success thanks to his passion.,Billy could not grow good apple trees or apples.,"Billy loved to eat apples and healthy foods.He shared his loved of fruit with his family and friends.When he was older, he bought an orchard and raised apples.The apples tasted very good and were enjoyed by many.",1
666,666,666,Rick thought geckos were totally worth the trip.,Rick was sad his trip was not fruitful.,Rick lived in Canada.He had never seen a gecko.He decided to travel to New Mexico to find one.He finally saw a gecko!,1
667,667,667,I was happy I passed.,I was not happy with the results.,I didn't like paying taxes.I enrolled in a Tax Preparer's class.I studied hard and long.I passed my Tax Preparer's class.,1
668,668,668,The eggs were empty.,Jenny was very happy with the contents of her Easter eggs.,Jenny sat down to open her Easter eggs.She had collected them during the church Easter egg hunt.She counted 14 eggs.Some had little candies or stickers inside.,2
